# WAVELENGTH    FLUX        
  2683.523926   2.7314E-13  
  2684.896484   2.7185E-13  
  2686.269043   2.7625E-13  
  2687.641602   2.7079E-13  
  2689.01416    2.6541E-13  
  2690.386719   2.6103E-13  
  2691.759277   2.6329E-13  
  2693.131836   2.6871E-13  
  2694.504395   2.6822E-13  
  2695.876953   2.6806E-13  
  2697.249512   2.6942E-13  
  2698.621826   2.6506E-13  
  2699.994385   2.7322E-13  
  2701.366943   2.7613E-13  
  2702.739502   2.7627E-13  
  2704.111816   2.7987E-13  
  2705.484375   2.7555E-13  
  2706.856689   2.7012E-13  
  2708.229248   2.7176E-13  
  2709.601562   2.7267E-13  
  2710.974121   2.6993E-13  
  2712.346436   2.6682E-13  
  2713.71875    2.7009E-13  
  2715.091309   2.6375E-13  
  2716.463623   2.645E-13   
  2717.835938   2.6415E-13  
  2719.208252   2.5678E-13  
  2720.580811   2.5879E-13  
  2721.953125   2.6699E-13  
  2723.325439   2.6835E-13  
  2724.697754   2.6651E-13  
  2726.070068   2.6603E-13  
  2727.442383   2.6604E-13  
  2728.814697   2.6749E-13  
  2730.187012   2.7936E-13  
  2731.559326   2.7746E-13  
  2732.931396   2.7286E-13  
  2734.303711   2.6205E-13  
  2735.676025   2.6575E-13  
  2737.048096   2.5656E-13  
  2738.42041    2.5353E-13  
  2739.792725   2.5178E-13  
  2741.164795   2.514E-13   
  2742.537109   2.4707E-13  
  2743.90918    2.3569E-13  
  2745.281494   2.5105E-13  
  2746.653564   2.4403E-13  
  2748.025635   2.3398E-13  
  2749.397949   2.3378E-13  
  2750.77002    2.3441E-13  
  2752.14209    2.5764E-13  
  2753.51416    2.7563E-13  
  2754.886475   2.6269E-13  
  2756.258545   2.47E-13    
  2757.630615   2.5945E-13  
  2759.002686   2.8579E-13  
  2760.374756   2.8877E-13  
  2761.746826   2.8654E-13  
  2763.118652   2.7421E-13  
  2764.490723   2.8859E-13  
  2765.862793   2.8614E-13  
  2767.234863   2.8291E-13  
  2768.606934   2.8296E-13  
  2769.97876    2.8551E-13  
  2771.35083    2.9583E-13  
  2772.722656   2.9419E-13  
  2774.094727   3.009E-13   
  2775.466553   2.924E-13   
  2776.838623   2.9002E-13  
  2778.210449   2.8282E-13  
  2779.58252    2.7679E-13  
  2780.954346   2.7923E-13  
  2782.326172   2.8082E-13  
  2783.697998   2.8378E-13  
  2785.069824   2.8936E-13  
  2786.441895   2.851E-13   
  2787.813721   2.7296E-13  
  2789.185547   2.5349E-13  
  2790.557373   2.2966E-13  
  2791.929199   1.8578E-13  
  2793.301025   1.3326E-13  
  2794.672607   7.851E-14   
  2796.044434   4.7937E-14  
  2797.41626    5.8479E-14  
  2798.788086   8.7727E-14  
  2800.159668   1.0476E-13  
  2801.531494   8.8942E-14  
  2802.903076   6.1039E-14  
  2804.274902   7.8996E-14  
  2805.646484   1.4518E-13  
  2807.018311   2.0646E-13  
  2808.389893   2.5019E-13  
  2809.761719   2.7613E-13  
  2811.133301   2.7611E-13  
  2812.504883   2.7532E-13  
  2813.876465   2.8518E-13  
  2815.248047   2.972E-13   
  2816.619629   2.9855E-13  
  2817.991211   3.0151E-13  
  2819.362793   3.0286E-13  
  2820.734375   3.0378E-13  
  2822.105957   3.0474E-13  
  2823.477539   3.0626E-13  
  2824.849121   3.0445E-13  
  2826.220703   3.0233E-13  
  2827.592041   3.0926E-13  
  2828.963623   3.037E-13   
  2830.335205   3.0398E-13  
  2831.706543   3.0836E-13  
  2833.078125   3.0335E-13  
  2834.449463   3.0826E-13  
  2835.820801   3.0026E-13  
  2837.192383   3.0495E-13  
  2838.563721   3.1982E-13  
  2839.935059   3.1074E-13  
  2841.306396   3.0506E-13  
  2842.677979   3.0769E-13  
  2844.049316   2.9487E-13  
  2845.420654   3.0902E-13  
  2846.791992   3.0642E-13  
  2848.16333    3.0213E-13  
  2849.534668   2.8088E-13  
  2850.905762   2.3736E-13  
  2852.2771     1.6855E-13  
  2853.648438   2.0563E-13  
  2855.019775   2.7911E-13  
  2856.390869   2.963E-13   
  2857.762207   3.1117E-13  
  2859.133301   3.1116E-13  
  2860.504639   3.222E-13   
  2861.875732   3.1921E-13  
  2863.246826   3.1858E-13  
  2864.618164   3.2273E-13  
  2865.989258   3.1534E-13  
  2867.360352   3.1282E-13  
  2868.731445   3.1449E-13  
  2870.102539   3.201E-13   
  2871.473633   3.3181E-13  
  2872.844727   3.347E-13   
  2874.21582    3.2543E-13  
  2875.586914   3.1419E-13  
  2876.958008   3.0526E-13  
  2878.329102   3.1007E-13  
  2879.700195   3.0775E-13  
  2881.071045   2.7756E-13  
  2882.442139   2.6318E-13  
  2883.812988   3.1102E-13  
  2885.184082   3.2923E-13  
  2886.554932   3.3874E-13  
  2887.926025   3.4702E-13  
  2889.296875   3.3841E-13  
  2890.667725   3.2779E-13  
  2892.038818   3.2366E-13  
  2893.409668   3.1101E-13  
  2894.780518   3.323E-13   
  2896.151367   3.397E-13   
  2897.522217   3.5151E-13  
  2898.893066   3.5249E-13  
  2900.263916   3.5935E-13  
  2901.634521   3.6015E-13  
  2903.005371   3.6366E-13  
  2904.376221   3.6307E-13  
  2905.74707    3.6938E-13  
